Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage-kWh,Electricity usage z-score,Solar electricity generation z-score,bought electricity,excess solar
6,2020-01-16 06:00:00,0.0,0.213,0.213,0.0,0.213,
7,2020-01-16 07:00:00,0.0,0.837,0.837,0.0,0.837,
8,2020-01-16 08:00:00,0.009,1.815,1.815,0.009,1.806,
9,2020-01-16 09:00:00,0.453,0.258,0.258,0.453,,0.195
10,2020-01-16 10:00:00,1.245,0.204,0.204,1.245,,1.0410000000000001
11,2020-01-16 11:00:00,3.747,0.153,0.153,3.747,,3.594
12,2020-01-16 12:00:00,5.025,0.459,0.459,5.025,,4.566000000000001
13,2020-01-16 13:00:00,0.894,0.447,0.447,0.894,,0.447
14,2020-01-16 14:00:00,3.12,0.117,0.117,3.12,,3.003
15,2020-01-16 15:00:00,0.387,8.253,8.253,0.387,7.866,
16,2020-01-16 16:00:00,0.105,0.261,0.261,0.105,0.15600000000000003,
17,2020-01-16 17:00:00,0.009,5.229,5.229,0.009,5.22,
18,2020-01-16 18:00:00,0.003,12.6786,12.6786,0.003,12.6756,
19,2020-01-16 19:00:00,0.012,3.003,3.003,0.012,2.991,
20,2020-01-16 20:00:00,0.003,2.7786,2.7786,0.003,2.7756,
21,2020-01-16 21:00:00,0.003,1.488,1.488,0.003,1.485,
22,2020-01-16 22:00:00,0.0,1.773,1.773,0.0,1.773,
23,2020-01-16 23:00:00,0.0,1.1978802,1.1978802,0.0,1.1978802,
0,2020-01-17 00:00:00,0.0,0.589941,0.589941,0.0,0.589941,
1,2020-01-17 01:00:00,0.0,0.1539846,0.1539846,0.0,0.1539846,
2,2020-01-17 02:00:00,0.0,0.5519448,0.5519448,0.0,0.5519448,
3,2020-01-17 03:00:00,0.0,0.207,0.207,0.0,0.207,
4,2020-01-17 04:00:00,0.0,0.285,0.285,0.0,0.285,
5,2020-01-17 05:00:00,0.006,0.309,0.309,0.006,0.303,
6,2020-01-17 06:00:00,0.009,0.564,0.564,0.009,0.5549999999999999,
7,2020-01-17 07:00:00,0.006,0.579,0.579,0.006,0.573,
8,2020-01-17 08:00:00,0.006,7.485,7.485,0.006,7.479,
9,2020-01-17 09:00:00,0.561,7.08,7.08,0.561,6.519,
10,2020-01-17 10:00:00,1.614,0.327,0.327,1.614,,1.2870000000000001
11,2020-01-17 11:00:00,3.702,0.171,0.171,3.702,,3.531
12,2020-01-17 12:00:00,5.076,0.084,0.084,5.076,,4.992
13,2020-01-17 13:00:00,4.554,0.378,0.378,4.554,,4.176
14,2020-01-17 14:00:00,1.02,0.432,0.432,1.02,,0.5880000000000001
15,2020-01-17 15:00:00,0.549,0.411,0.411,0.549,,0.13800000000000007
16,2020-01-17 16:00:00,0.15,1.017,1.017,0.15,0.8669999999999999,
17,2020-01-17 17:00:00,0.021,1.065,1.065,0.021,1.044,
18,2020-01-17 18:00:00,0.012,8.9826,8.9826,0.012,8.9706,
19,2020-01-17 19:00:00,0.009,3.3198,3.3198,0.009,3.3108,
20,2020-01-17 20:00:00,0.012,15.5166,15.5166,0.012,15.5046,
21,2020-01-17 21:00:00,0.006,2.436,2.436,0.006,2.43,
22,2020-01-17 22:00:00,0.006,1.116,1.116,0.006,1.11,
23,2020-01-17 23:00:00,0.0,0.9419058,0.9419058,0.0,0.9419058,
0,2020-01-18 00:00:00,0.0,0.8879112,0.8879112,0.0,0.8879112,
1,2020-01-18 01:00:00,0.0,0.4719528,0.4719528,0.0,0.4719528,
2,2020-01-18 02:00:00,0.0,0.359964,0.359964,0.0,0.359964,
3,2020-01-18 03:00:00,0.0,0.504,0.504,0.0,0.504,
4,2020-01-18 04:00:00,0.0,0.285,0.285,0.0,0.285,
5,2020-01-18 05:00:00,0.009,0.309,0.309,0.009,0.3,
6,2020-01-18 06:00:00,0.0,0.306,0.306,0.0,0.306,
7,2020-01-18 07:00:00,0.006,0.591,0.591,0.006,0.585,
8,2020-01-18 08:00:00,0.009,9.492,9.492,0.009,9.483,
9,2020-01-18 09:00:00,0.657,0.867,0.867,0.657,0.20999999999999996,
10,2020-01-18 10:00:00,1.41,8.772,8.772,1.41,7.362,
11,2020-01-18 11:00:00,1.635,5.394,5.394,1.635,3.7590000000000003,
12,2020-01-18 12:00:00,5.526,0.66,0.66,5.526,,4.866
13,2020-01-18 13:00:00,3.849,4.356,4.356,3.849,0.5069999999999997,
14,2020-01-18 14:00:00,0.402,0.324,0.324,0.402,,0.07800000000000001
15,2020-01-18 15:00:00,0.402,0.537,0.537,0.402,0.135,
16,2020-01-18 16:00:00,0.069,0.603,0.603,0.069,0.534,
17,2020-01-18 17:00:00,0.003,8.766,8.766,0.003,8.763,
18,2020-01-18 18:00:00,0.009,1.6104,1.6104,0.009,1.6014000000000002,
19,2020-01-18 19:00:00,0.021,3.597,3.597,0.021,3.576,
20,2020-01-18 20:00:00,0.021,2.1582,2.1582,0.021,2.1372,
21,2020-01-18 21:00:00,0.0,0.849,0.849,0.0,0.849,
22,2020-01-18 22:00:00,0.012,1.698,1.698,0.012,1.686,
23,2020-01-18 23:00:00,0.0,1.2735,1.2735,0.0,1.2735,
0,2020-01-19 00:00:00,0.0,0.7159284,0.7159284,0.0,0.7159284,
1,2020-01-19 01:00:00,0.0,0.2739726,0.2739726,0.0,0.2739726,
2,2020-01-19 02:00:00,0.0,0.1159884,0.1159884,0.0,0.1159884,
3,2020-01-19 03:00:00,0.0,0.186,0.186,0.0,0.186,
4,2020-01-19 04:00:00,0.0,0.363,0.363,0.0,0.363,
5,2020-01-19 05:00:00,0.012,0.63,0.63,0.012,0.618,
6,2020-01-19 06:00:00,0.015,7.533,7.533,0.015,7.518000000000001,
7,2020-01-19 07:00:00,0.21,2.394,2.394,0.21,2.184,
8,2020-01-19 08:00:00,0.822,2.613,2.613,0.822,1.791,
9,2020-01-19 09:00:00,2.073,0.852,0.852,2.073,,1.221
10,2020-01-19 10:00:00,4.947,0.435,0.435,4.947,,4.5120000000000005
11,2020-01-19 11:00:00,5.232,1.656,1.656,5.232,,3.5760000000000005
12,2020-01-19 12:00:00,4.419,2.058,2.058,4.419,,2.3609999999999998
13,2020-01-19 13:00:00,0.381,0.645,0.645,0.381,0.264,
14,2020-01-19 14:00:00,0.264,0.639,0.639,0.264,0.375,
15,2020-01-19 15:00:00,0.039,0.624,0.624,0.039,0.585,
16,2020-01-19 16:00:00,0.015,0.537,0.537,0.015,0.522,
17,2020-01-19 17:00:00,0.012,1.236,1.236,0.012,1.224,
18,2020-01-19 18:00:00,0.0,2.904,2.904,0.0,2.904,
19,2020-01-19 19:00:00,0.009,2.706,2.706,0.009,2.697,
20,2020-01-19 20:00:00,0.006,3.201,3.201,0.006,3.1950000000000003,
21,2020-01-19 21:00:00,0.009,1.347,1.347,0.009,1.338,
22,2020-01-19 22:00:00,0.012,1.581,1.581,0.012,1.569,
23,2020-01-19 23:00:00,0.0,0.7619238,0.7619238,0.0,0.7619238,
0,2020-01-20 00:00:00,0.0,0.3739626,0.3739626,0.0,0.3739626,
1,2020-01-20 01:00:00,0.0,0.2919708,0.2919708,0.0,0.2919708,
2,2020-01-20 02:00:00,0.0,0.1439856,0.1439856,0.0,0.1439856,
3,2020-01-20 03:00:00,0.0,0.219,0.219,0.0,0.219,
4,2020-01-20 04:00:00,0.0,0.22,0.22,0.0,0.22,
5,2020-01-20 05:00:00,0.0,0.216,0.216,0.0,0.216,
6,2020-01-20 06:00:00,0.003,0.213,0.213,0.003,0.21,
7,2020-01-20 07:00:00,0.0,2.316,2.316,0.0,2.316,
8,2020-01-20 08:00:00,0.222,0.855,0.855,0.222,0.633,
9,2020-01-20 09:00:00,0.348,1.875,1.875,0.348,1.5270000000000001,
10,2020-01-20 10:00:00,0.894,0.294,0.294,0.894,,0.6000000000000001
11,2020-01-20 11:00:00,0.555,0.531,0.531,0.555,,0.02400000000000002
12,2020-01-20 12:00:00,0.27,9.15,9.15,0.27,8.88,
13,2020-01-20 13:00:00,0.252,2.676,2.676,0.252,2.4240000000000004,
14,2020-01-20 14:00:00,0.276,1.062,1.062,0.276,0.786,
15,2020-01-20 15:00:00,0.036,0.291,0.291,0.036,0.255,
16,2020-01-20 16:00:00,0.003,1.08,1.08,0.003,1.0770000000000002,
17,2020-01-20 17:00:00,0.009,1.362,1.362,0.009,1.3530000000000002,
18,2020-01-20 18:00:00,0.015,23.9118,,0.015,23.8968,
19,2020-01-20 19:00:00,0.003,3.201,3.201,0.003,3.198,
20,2020-01-20 20:00:00,0.006,2.8182,2.8182,0.006,2.8122000000000003,
21,2020-01-20 21:00:00,0.021,1.197,1.197,0.021,1.1760000000000002,
22,2020-01-20 22:00:00,0.009,1.518,1.518,0.009,1.5090000000000001,
23,2020-01-20 23:00:00,0.0,1.0718928,1.0718928,0.0,1.0718928,
0,2020-01-21 00:00:00,0.0,0.1479852,0.1479852,0.0,0.1479852,
1,2020-01-21 01:00:00,0.0,0.1539846,0.1539846,0.0,0.1539846,
2,2020-01-21 02:00:00,0.0,0.149985,0.149985,0.0,0.149985,
3,2020-01-21 03:00:00,0.0,0.477,0.477,0.0,0.477,
4,2020-01-21 04:00:00,0.0,0.474,0.474,0.0,0.474,
5,2020-01-21 05:00:00,0.003,0.327,0.327,0.003,0.324,
6,2020-01-21 06:00:00,0.015,0.357,0.357,0.015,0.34199999999999997,
7,2020-01-21 07:00:00,0.015,0.57,0.57,0.015,0.5549999999999999,
8,2020-01-21 08:00:00,0.36,0.306,0.306,0.36,,0.05399999999999999
9,2020-01-21 09:00:00,0.819,1.722,1.722,0.819,0.903,
10,2020-01-21 10:00:00,0.45,4.14,4.14,0.45,3.6899999999999995,
11,2020-01-21 11:00:00,0.372,31.494,,0.372,31.122,
12,2020-01-21 12:00:00,0.282,7.245,7.245,0.282,6.963,
13,2020-01-21 13:00:00,0.303,1.476,1.476,0.303,1.173,
14,2020-01-21 14:00:00,0.138,1.155,1.155,0.138,1.017,
15,2020-01-21 15:00:00,0.024,0.726,0.726,0.024,0.702,
16,2020-01-21 16:00:00,0.015,0.792,0.792,0.015,0.777,
17,2020-01-21 17:00:00,0.006,2.1,2.1,0.006,2.0940000000000003,
18,2020-01-21 18:00:00,0.0,2.607,2.607,0.0,2.607,
19,2020-01-21 19:00:00,0.006,21.912,,0.006,21.906,
20,2020-01-21 20:00:00,0.009,3.1482,3.1482,0.009,3.1392,
21,2020-01-21 21:00:00,0.0,1.587,1.587,0.0,1.587,
22,2020-01-21 22:00:00,0.0,2.091,2.091,0.0,2.091,
23,2020-01-21 23:00:00,0.0,0.7639236,0.7639236,0.0,0.7639236,
0,2020-01-22 00:00:00,0.0,0.29997,0.29997,0.0,0.29997,
1,2020-01-22 01:00:00,0.0,0.4619538,0.4619538,0.0,0.4619538,
2,2020-01-22 02:00:00,0.0,0.2179782,0.2179782,0.0,0.2179782,
3,2020-01-22 03:00:00,0.0,0.309,0.309,0.0,0.309,
4,2020-01-22 04:00:00,0.0,0.324,0.324,0.0,0.324,
5,2020-01-22 05:00:00,0.018,0.597,0.597,0.018,0.579,
6,2020-01-22 06:00:00,0.006,1.392,1.392,0.006,1.386,
7,2020-01-22 07:00:00,0.006,1.086,1.086,0.006,1.08,
8,2020-01-22 08:00:00,0.528,0.672,0.672,0.528,0.14400000000000002,
9,2020-01-22 09:00:00,0.927,0.576,0.576,0.927,,0.3510000000000001
10,2020-01-22 10:00:00,4.875,25.206,,4.875,20.331,
11,2020-01-22 11:00:00,4.998,0.888,0.888,4.998,,4.11
12,2020-01-22 12:00:00,4.242,0.834,0.834,4.242,,3.408
13,2020-01-22 13:00:00,2.139,2.163,2.163,2.139,0.02400000000000002,
14,2020-01-22 14:00:00,0.465,0.504,0.504,0.465,0.03899999999999998,
15,2020-01-22 15:00:00,0.015,0.612,0.612,0.015,0.597,
16,2020-01-22 16:00:00,0.006,0.426,0.426,0.006,0.42,
17,2020-01-22 17:00:00,0.009,5.688,5.688,0.009,5.678999999999999,
18,2020-01-22 18:00:00,0.009,2.2968,2.2968,0.009,2.2878000000000003,
19,2020-01-22 19:00:00,0.006,2.7654,2.7654,0.006,2.7594000000000003,
20,2020-01-22 20:00:00,0.003,2.772,2.772,0.003,2.7689999999999997,
21,2020-01-22 21:00:00,0.015,1.569,1.569,0.015,1.554,
22,2020-01-22 22:00:00,0.0,1.392,1.392,0.0,1.392,
23,2020-01-22 23:00:00,0.0,0.939906,0.939906,0.0,0.939906,
0,2020-01-23 00:00:00,0.0,0.3239676,0.3239676,0.0,0.3239676,
1,2020-01-23 01:00:00,0.0,0.309969,0.309969,0.0,0.309969,
2,2020-01-23 02:00:00,0.0,0.1359864,0.1359864,0.0,0.1359864,
3,2020-01-23 03:00:00,0.0,0.195,0.195,0.0,0.195,
4,2020-01-23 04:00:00,0.0,0.486,0.486,0.0,0.486,
5,2020-01-23 05:00:00,0.024,0.24,0.24,0.024,0.216,
6,2020-01-23 06:00:00,0.0,1.242,1.242,0.0,1.242,
7,2020-01-23 07:00:00,0.009,9.825,9.825,0.009,9.815999999999999,
8,2020-01-23 08:00:00,0.426,5.646,5.646,0.426,5.22,
9,2020-01-23 09:00:00,0.588,24.885,,0.588,24.297,
10,2020-01-23 10:00:00,0.66,0.591,0.591,0.66,,0.06900000000000006
11,2020-01-23 11:00:00,0.618,1.731,1.731,0.618,1.113,
12,2020-01-23 12:00:00,0.42,0.888,0.888,0.42,0.468,
13,2020-01-23 13:00:00,0.531,0.87,0.87,0.531,0.33899999999999997,
14,2020-01-23 14:00:00,0.414,0.63,0.63,0.414,0.21600000000000003,
15,2020-01-23 15:00:00,0.045,1.983,1.983,0.045,1.9380000000000002,
16,2020-01-23 16:00:00,0.009,1.101,1.101,0.009,1.092,
17,2020-01-23 17:00:00,0.012,7.881,7.881,0.012,7.869000000000001,
18,2020-01-23 18:00:00,0.0,15.0084,15.0084,0.0,15.0084,
19,2020-01-23 19:00:00,0.012,3.1548,3.1548,0.012,3.1428,
20,2020-01-23 20:00:00,0.009,3.5574,3.5574,0.009,3.5484,
21,2020-01-23 21:00:00,0.0,1.779,1.779,0.0,1.779,
22,2020-01-23 22:00:00,0.012,1.494,1.494,0.012,1.482,
23,2020-01-23 23:00:00,0.0,0.7239276,0.7239276,0.0,0.7239276,
0,2020-01-24 00:00:00,0.0,0.119988,0.119988,0.0,0.119988,
1,2020-01-24 01:00:00,0.0,0.1439856,0.1439856,0.0,0.1439856,
2,2020-01-24 02:00:00,0.0,0.1459854,0.1459854,0.0,0.1459854,
3,2020-01-24 03:00:00,0.0,0.792,0.792,0.0,0.792,
4,2020-01-24 04:00:00,0.0,0.69,0.69,0.0,0.69,
5,2020-01-24 05:00:00,0.006,0.315,0.315,0.006,0.309,
6,2020-01-24 06:00:00,0.0,0.963,0.963,0.0,0.963,
7,2020-01-24 07:00:00,0.009,2.187,2.187,0.009,2.178,
8,2020-01-24 08:00:00,0.12,1.176,1.176,0.12,1.056,
9,2020-01-24 09:00:00,0.243,0.57,0.57,0.243,0.32699999999999996,
10,2020-01-24 10:00:00,0.378,0.735,0.735,0.378,0.357,
11,2020-01-24 11:00:00,0.276,2.403,2.403,0.276,2.127,
12,2020-01-24 12:00:00,0.348,2.958,2.958,0.348,2.6100000000000003,
13,2020-01-24 13:00:00,0.327,13.908,13.908,0.327,13.581,
14,2020-01-24 14:00:00,0.261,2.073,2.073,0.261,1.8119999999999998,
15,2020-01-24 15:00:00,0.018,2.322,2.322,0.018,2.3040000000000003,
16,2020-01-24 16:00:00,0.018,0.906,0.906,0.018,0.888,
17,2020-01-24 17:00:00,0.003,1.851,1.851,0.003,1.848,
18,2020-01-24 18:00:00,0.012,7.1148,7.1148,0.012,7.1028,
19,2020-01-24 19:00:00,0.015,8.184,8.184,0.015,8.168999999999999,
20,2020-01-24 20:00:00,0.003,4.092,4.092,0.003,4.0889999999999995,
21,2020-01-24 21:00:00,0.012,5.43,5.43,0.012,5.418,
22,2020-01-24 22:00:00,0.015,1.515,1.515,0.015,1.5,
23,2020-01-24 23:00:00,0.0,0.8439156,0.8439156,0.0,0.8439156,
0,2020-01-25 00:00:00,0.0,0.3019698,0.3019698,0.0,0.3019698,
1,2020-01-25 01:00:00,0.0,0.169983,0.169983,0.0,0.169983,
2,2020-01-25 02:00:00,0.0,0.3459654,0.3459654,0.0,0.3459654,
3,2020-01-25 03:00:00,0.0,0.222,0.222,0.0,0.222,
4,2020-01-25 04:00:00,0.0,0.231,0.231,0.0,0.231,
5,2020-01-25 05:00:00,0.009,0.246,0.246,0.009,0.237,
6,2020-01-25 06:00:00,0.0,2.883,2.883,0.0,2.883,
7,2020-01-25 07:00:00,0.216,1.536,1.536,0.216,1.32,
8,2020-01-25 08:00:00,0.525,0.489,0.489,0.525,,0.03600000000000003
9,2020-01-25 09:00:00,2.082,0.474,0.474,2.082,,1.6079999999999999
10,2020-01-25 10:00:00,4.881,0.675,0.675,4.881,,4.206
11,2020-01-25 11:00:00,5.619,0.447,0.447,5.619,,5.172
12,2020-01-25 12:00:00,3.201,0.948,0.948,3.201,,2.253
13,2020-01-25 13:00:00,3.051,1.176,1.176,3.051,,1.8750000000000002
14,2020-01-25 14:00:00,0.459,0.774,0.774,0.459,0.315,
15,2020-01-25 15:00:00,0.084,0.297,0.297,0.084,0.21299999999999997,
16,2020-01-25 16:00:00,0.015,1.671,1.671,0.015,1.6560000000000001,
17,2020-01-25 17:00:00,0.0,2.538,2.538,0.0,2.538,
18,2020-01-25 18:00:00,0.003,2.5872,2.5872,0.003,2.5842,
19,2020-01-25 19:00:00,0.015,3.0162,3.0162,0.015,3.0012,
20,2020-01-25 20:00:00,0.003,5.2206,5.2206,0.003,5.2176,
21,2020-01-25 21:00:00,0.006,1.542,1.542,0.006,1.536,
22,2020-01-25 22:00:00,0.003,32.517,,0.003,32.514,
23,2020-01-25 23:00:00,0.0,0.7739226,0.7739226,0.0,0.7739226,
0,2020-01-26 00:00:00,0.0,0.39996,0.39996,0.0,0.39996,
1,2020-01-26 01:00:00,0.0,0.19998,0.19998,0.0,0.19998,
2,2020-01-26 02:00:00,0.0,0.1479852,0.1479852,0.0,0.1479852,
3,2020-01-26 03:00:00,0.0,0.474,0.474,0.0,0.474,
4,2020-01-26 04:00:00,0.0,0.213,0.213,0.0,0.213,
5,2020-01-26 05:00:00,0.012,0.222,0.222,0.012,0.21,
6,2020-01-26 06:00:00,0.006,1.044,1.044,0.006,1.038,
7,2020-01-26 07:00:00,0.324,1.851,1.851,0.324,1.527,
8,2020-01-26 08:00:00,1.314,0.537,0.537,1.314,,0.777
9,2020-01-26 09:00:00,1.398,0.531,0.531,1.398,,0.8669999999999999
10,2020-01-26 10:00:00,1.659,24.738,,1.659,23.079,
11,2020-01-26 11:00:00,5.505,0.57,0.57,5.505,,4.935
12,2020-01-26 12:00:00,4.758,0.555,0.555,4.758,,4.203
13,2020-01-26 13:00:00,1.542,0.762,0.762,1.542,,0.78
14,2020-01-26 14:00:00,0.408,0.585,0.585,0.408,0.177,
15,2020-01-26 15:00:00,0.042,0.753,0.753,0.042,0.711,
16,2020-01-26 16:00:00,0.0,1.599,1.599,0.0,1.599,
17,2020-01-26 17:00:00,0.003,5.346,5.346,0.003,5.343,
18,2020-01-26 18:00:00,0.0,4.0128,4.0128,0.0,4.0128,
19,2020-01-26 19:00:00,0.006,2.1714,2.1714,0.006,2.1654000000000004,
20,2020-01-26 20:00:00,0.015,0.8118,0.8118,0.015,0.7968,
21,2020-01-26 21:00:00,0.006,1.017,1.017,0.006,1.011,
22,2020-01-26 22:00:00,0.015,1.332,1.332,0.015,1.3170000000000002,
23,2020-01-26 23:00:00,0.0,1.1745,1.1745,0.0,1.1745,
0,2020-01-27 00:00:00,0.0,1.4338566,1.4338566,0.0,1.4338566,
1,2020-01-27 01:00:00,0.0,0.1539846,0.1539846,0.0,0.1539846,
2,2020-01-27 02:00:00,0.0,0.2020798,0.2020798,0.0,0.2020798,
3,2020-01-27 03:00:00,0.0,0.186,0.186,0.0,0.186,
4,2020-01-27 04:00:00,0.0,0.234,0.234,0.0,0.234,
5,2020-01-27 05:00:00,0.012,0.318,0.318,0.012,0.306,
6,2020-01-27 06:00:00,0.012,0.708,0.708,0.012,0.696,
7,2020-01-27 07:00:00,0.432,0.489,0.489,0.432,0.056999999999999995,
8,2020-01-27 08:00:00,1.329,6.96,6.96,1.329,5.631,
9,2020-01-27 09:00:00,2.079,0.807,0.807,2.079,,1.2720000000000002
10,2020-01-27 10:00:00,2.043,30.576,,2.043,28.533,
11,2020-01-27 11:00:00,1.662,27.165,,1.662,25.503,
12,2020-01-27 12:00:00,0.579,7.857,7.857,0.579,7.2780000000000005,
13,2020-01-27 13:00:00,0.264,2.745,2.745,0.264,2.481,
14,2020-01-27 14:00:00,0.075,3.198,3.198,0.075,3.1229999999999998,
15,2020-01-27 15:00:00,0.03,3.342,3.342,0.03,3.3120000000000003,
16,2020-01-27 16:00:00,0.012,3.27,3.27,0.012,3.258,
17,2020-01-27 17:00:00,0.015,2.883,2.883,0.015,2.868,
18,2020-01-27 18:00:00,0.0,4.95,4.95,0.0,4.95,
19,2020-01-27 19:00:00,0.009,3.9006,3.9006,0.009,3.8916,
20,2020-01-27 20:00:00,0.015,5.9004,5.9004,0.015,5.885400000000001,
21,2020-01-27 21:00:00,0.006,3.435,3.435,0.006,3.4290000000000003,
22,2020-01-27 22:00:00,0.009,3.411,3.411,0.009,3.402,
23,2020-01-27 23:00:00,0.0,2.2237776,2.2237776,0.0,2.2237776,
0,2020-01-28 00:00:00,0.0,1.3318668,1.3318668,0.0,1.3318668,
1,2020-01-28 01:00:00,0.0,1.3238676,1.3238676,0.0,1.3238676,
2,2020-01-28 02:00:00,0.0,1.5058494,1.5058494,0.0,1.5058494,
3,2020-01-28 03:00:00,0.0,2.064,2.064,0.0,2.064,
4,2020-01-28 04:00:00,0.0,1.845,1.845,0.0,1.845,
5,2020-01-28 05:00:00,0.006,0.231,0.231,0.006,0.225,
6,2020-01-28 06:00:00,0.015,0.231,0.231,0.015,0.21600000000000003,
7,2020-01-28 07:00:00,0.42,4.344,4.344,0.42,3.9240000000000004,
8,2020-01-28 08:00:00,0.693,1.104,1.104,0.693,0.41100000000000014,
9,2020-01-28 09:00:00,1.029,6.03,6.03,1.029,5.001,
10,2020-01-28 10:00:00,3.609,25.851,,3.609,22.241999999999997,
11,2020-01-28 11:00:00,1.158,5.52,5.52,1.158,4.362,
12,2020-01-28 12:00:00,5.499,2.724,2.724,5.499,,2.7749999999999995
13,2020-01-28 13:00:00,0.702,0.222,0.222,0.702,,0.48
14,2020-01-28 14:00:00,0.501,0.243,0.243,0.501,,0.258
15,2020-01-28 15:00:00,0.048,1.14,1.14,0.048,1.0919999999999999,
16,2020-01-28 16:00:00,0.006,1.386,1.386,0.006,1.38,
17,2020-01-28 17:00:00,0.012,1.671,1.671,0.012,1.659,
18,2020-01-28 18:00:00,0.006,3.1086,3.1086,0.006,3.1026000000000002,
19,2020-01-28 19:00:00,0.003,20.889,,0.003,20.886,
20,2020-01-28 20:00:00,0.003,4.6464,4.6464,0.003,4.6434,
21,2020-01-28 21:00:00,0.009,1.554,1.554,0.009,1.5450000000000002,
22,2020-01-28 22:00:00,0.009,1.626,1.626,0.009,1.617,
23,2020-01-28 23:00:00,0.0,0.5879412,0.5879412,0.0,0.5879412,
0,2020-01-29 00:00:00,0.0,0.2879712,0.2879712,0.0,0.2879712,
1,2020-01-29 01:00:00,0.0,0.129987,0.129987,0.0,0.129987,
2,2020-01-29 02:00:00,0.0,0.1239876,0.1239876,0.0,0.1239876,
3,2020-01-29 03:00:00,0.0,0.483,0.483,0.0,0.483,
4,2020-01-29 04:00:00,0.0,0.45,0.45,0.0,0.45,
5,2020-01-29 05:00:00,0.009,0.228,0.228,0.009,0.219,
6,2020-01-29 06:00:00,0.006,1.773,1.773,0.006,1.767,
7,2020-01-29 07:00:00,0.366,1.557,1.557,0.366,1.1909999999999998,
8,2020-01-29 08:00:00,1.185,0.459,0.459,1.185,,0.726
9,2020-01-29 09:00:00,0.615,0.237,0.237,0.615,,0.378
10,2020-01-29 10:00:00,1.803,0.207,0.207,1.803,,1.5959999999999999
11,2020-01-29 11:00:00,0.807,0.492,0.492,0.807,,0.31500000000000006
12,2020-01-29 12:00:00,0.687,0.483,0.483,0.687,,0.20400000000000007
13,2020-01-29 13:00:00,0.348,2.085,2.085,0.348,1.737,
14,2020-01-29 14:00:00,0.189,1.857,1.857,0.189,1.668,
15,2020-01-29 15:00:00,0.057,0.255,0.255,0.057,0.198,
16,2020-01-29 16:00:00,0.012,10.836,10.836,0.012,10.824,
17,2020-01-29 17:00:00,0.018,3.237,3.237,0.018,3.2190000000000003,
18,2020-01-29 18:00:00,0.015,6.7188,6.7188,0.015,6.7038,
19,2020-01-29 19:00:00,0.018,12.3354,12.3354,0.018,12.3174,
20,2020-01-29 20:00:00,0.012,1.8942,1.8942,0.012,1.8822,
21,2020-01-29 21:00:00,0.003,1.446,1.446,0.003,1.443,
22,2020-01-29 22:00:00,0.0,1.452,1.452,0.0,1.452,
23,2020-01-29 23:00:00,0.0,1.449,1.449,0.0,1.449,
0,2020-01-30 00:00:00,0.0,1.2978702,1.2978702,0.0,1.2978702,
1,2020-01-30 01:00:00,0.0,1.2378762,1.2378762,0.0,1.2378762,
2,2020-01-30 02:00:00,0.0,0.1279872,0.1279872,0.0,0.1279872,
3,2020-01-30 03:00:00,0.0,0.258,0.258,0.0,0.258,
4,2020-01-30 04:00:00,0.0,0.588,0.588,0.0,0.588,
5,2020-01-30 05:00:00,0.0,0.456,0.456,0.0,0.456,
6,2020-01-30 06:00:00,0.009,4.182,4.182,0.009,4.173,
7,2020-01-30 07:00:00,0.588,1.137,1.137,0.588,0.549,
8,2020-01-30 08:00:00,1.665,0.222,0.222,1.665,,1.443
9,2020-01-30 09:00:00,2.22,0.375,0.375,2.22,,1.8450000000000002
10,2020-01-30 10:00:00,3.273,0.597,0.597,3.273,,2.676
11,2020-01-30 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
12,2020-01-30 12:00:00,4.251,0.372,0.372,4.251,,3.8790000000000004
13,2020-01-30 13:00:00,4.23,0.03,0.03,4.23,,4.2
14,2020-01-30 14:00:00,3.561,0.099,0.099,3.561,,3.4619999999999997
15,2020-01-30 15:00:00,0.738,0.234,0.234,0.738,,0.504
16,2020-01-30 16:00:00,0.246,0.252,0.252,0.246,0.006000000000000005,
17,2020-01-30 17:00:00,0.027,0.606,0.606,0.027,0.579,
18,2020-01-30 18:00:00,0.015,15.0084,15.0084,0.015,14.9934,
19,2020-01-30 19:00:00,0.006,4.6002,4.6002,0.006,4.5942,
20,2020-01-30 20:00:00,0.009,3.1152,3.1152,0.009,3.1062000000000003,
21,2020-01-30 21:00:00,0.003,1.398,1.398,0.003,1.395,
22,2020-01-30 22:00:00,0.012,25.497,,0.012,25.485,
23,2020-01-30 23:00:00,0.0,1.1438856,1.1438856,0.0,1.1438856,
0,2020-01-31 00:00:00,0.0,0.8319168,0.8319168,0.0,0.8319168,
1,2020-01-31 01:00:00,0.0,0.2239776,0.2239776,0.0,0.2239776,
2,2020-01-31 02:00:00,0.0,0.1359864,0.1359864,0.0,0.1359864,
3,2020-01-31 03:00:00,0.0,0.21,0.21,0.0,0.21,
4,2020-01-31 04:00:00,0.0,0.429,0.429,0.0,0.429,
5,2020-01-31 05:00:00,0.018,0.288,0.288,0.018,0.26999999999999996,
6,2020-01-31 06:00:00,0.015,0.315,0.315,0.015,0.3,
7,2020-01-31 07:00:00,0.021,1.23,1.23,0.021,1.209,
8,2020-01-31 08:00:00,0.0,4.341,4.341,0.0,4.341,
9,2020-01-31 09:00:00,0.171,1.782,1.782,0.171,1.611,
